chrom,sliding_windows,mean_recombRate
b'Pseudochr4',"(5.8e+07,6e+07]",7.73686238735579e-10
b'Pseudochr4',"(6e+07,6.2e+07]",1.3599255363912207e-9
b'Pseudochr4',"(6.2e+07,6.4e+07]",1.0095905939752098e-9
b'Pseudochr4',"(6.4e+07,6.6e+07]",1.6171247879508816e-9
b'Pseudochr4',"(6.6e+07,6.8e+07]",1.9188221844524204e-9
b'Pseudochr4',"(6.8e+07,7e+07]",1.8468779410309945e-9
b'Pseudochr4',"(7e+07,7.2e+07]",1.036586675319898e-9
b'Pseudochr4',"(7.2e+07,7.4e+07]",4.779058793822403e-10
b'Pseudochr4A',"(0,2e+06]",1.1450279298923152e-9
b'Pseudochr4A',"(2e+06,4e+06]",1.7013204118055945e-9
b'Pseudochr4A',"(4e+06,6e+06]",1.9866728238530444e-9
b'Pseudochr4A',"(6e+06,8e+06]",1.4704693252327148e-9
b'Pseudochr4A',"(8e+06,1e+07]",1.0676658775580077e-9
b'Pseudochr4A',"(1e+07,1.2e+07]",6.951848483637346e-10
b'Pseudochr4A',"(1.2e+07,1.4e+07]",6.599393598072817e-10
b'Pseudochr4A',"(1.4e+07,1.6e+07]",8.544891188786689e-10
b'Pseudochr4A',"(1.6e+07,1.8e+07]",1.4131472582428114e-9
b'Pseudochr4A',"(1.8e+07,2e+07]",1.3346644206354216e-9
b'Pseudochr4A',"(2e+07,2.2e+07]",5.967526743675737e-10
b'Pseudochr5',"(0,2e+06]",1.3574912265349596e-9
b'Pseudochr5',"(2e+06,4e+06]",1.4221449933279589e-9
b'Pseudochr5',"(4e+06,6e+06]",3.9423944451421046e-10
b'Pseudochr5',"(6e+06,8e+06]",1.747578798534249e-9
b'Pseudochr5',"(8e+06,1e+07]",1.1905831742008253e-9
b'Pseudochr5',"(1e+07,1.2e+07]",8.106153800479746e-10
b'Pseudochr5',"(1.2e+07,1.4e+07]",4.84987016394442e-10
b'Pseudochr5',"(1.4e+07,1.6e+07]",4.1687879138789807e-10
b'Pseudochr5',"(1.6e+07,1.8e+07]",3.6365317260328e-10
b'Pseudochr5',"(1.8e+07,2e+07]",3.5620477878383167e-10
b'Pseudochr5',"(2e+07,2.2e+07]",3.14871066382724e-10
b'Pseudochr5',"(2.2e+07,2.4e+07]",2.504530010242042e-10
b'Pseudochr5',"(2.4e+07,2.6e+07]",3.364839902120945e-10
b'Pseudochr5',"(2.6e+07,2.8e+07]",3.4575891396643227e-10
b'Pseudochr5',"(2.8e+07,3e+07]",2.8158246085959e-10
b'Pseudochr5',"(3e+07,3.2e+07]",2.4664930297675146e-10
b'Pseudochr5',"(3.2e+07,3.4e+07]",2.616857836624969e-10
b'Pseudochr5',"(3.4e+07,3.6e+07]",3.0053664767081836e-10
b'Pseudochr5',"(3.6e+07,3.8e+07]",2.4533750857536164e-10
b'Pseudochr5',"(3.8e+07,4e+07]",3.1150807249093176e-10
b'Pseudochr5',"(4e+07,4.2e+07]",2.932392934894884e-10
b'Pseudochr5',"(4.2e+07,4.4e+07]",3.0834049538037236e-10
b'Pseudochr5',"(4.4e+07,4.6e+07]",2.7470464448834227e-10
b'Pseudochr5',"(4.6e+07,4.8e+07]",2.6426704725551523e-10
b'Pseudochr5',"(4.8e+07,5e+07]",2.881036845984568e-10
b'Pseudochr5',"(5e+07,5.2e+07]",2.9955215808394625e-10
b'Pseudochr5',"(5.2e+07,5.4e+07]",4.6376906128105135e-10
b'Pseudochr5',"(5.4e+07,5.6e+07]",6.708153609477982e-10
b'Pseudochr5',"(5.6e+07,5.8e+07]",9.521054055243593e-10
b'Pseudochr5',"(5.8e+07,6e+07]",1.5655961307727484e-9
b'Pseudochr5',"(6e+07,6.2e+07]",1.8122007321690555e-9
b'Pseudochr5',"(6.2e+07,6.4e+07]",1.732011698087436e-9
b'Pseudochr6',"(0,2e+06]",1.9126782092729196e-9
b'Pseudochr6',"(2e+06,4e+06]",1.5486669473043847e-9
b'Pseudochr6',"(4e+06,6e+06]",1.0897123213885047e-9
b'Pseudochr6',"(6e+06,8e+06]",9.344308788456478e-10
b'Pseudochr6',"(8e+06,1e+07]",6.07575551721348e-10
b'Pseudochr6',"(1e+07,1.2e+07]",4.4754718301071287e-10
b'Pseudochr6',"(1.2e+07,1.4e+07]",3.3522849648263714e-10
b'Pseudochr6',"(1.4e+07,1.6e+07]",3.5347695093826824e-10
b'Pseudochr6',"(1.6e+07,1.8e+07]",3.3236426417569757e-10
b'Pseudochr6',"(1.8e+07,2e+07]",4.137907938695957e-10
b'Pseudochr6',"(2e+07,2.2e+07]",3.621033689366359e-10
b'Pseudochr6',"(2.2e+07,2.4e+07]",5.080239763910226e-10
b'Pseudochr6',"(2.4e+07,2.6e+07]",7.161793623257226e-10
b'Pseudochr6',"(2.6e+07,2.8e+07]",9.210731859864715e-10
b'Pseudochr6',"(2.8e+07,3e+07]",1.3467021744177209e-9
b'Pseudochr6',"(3e+07,3.2e+07]",1.7561366996844344e-9
b'Pseudochr6',"(3.2e+07,3.4e+07]",1.9854290321563584e-9
b'Pseudochr6',"(3.4e+07,3.6e+07]",1.5294339630541535e-9
b'Pseudochr6',"(3.6e+07,3.8e+07]",6.497252249351083e-10
b'Pseudochr7',"(0,2e+06]",1.7962323783555318e-9
b'Pseudochr7',"(2e+06,4e+06]",9.514553541716994e-10
b'Pseudochr7',"(4e+06,6e+06]",5.351737110268111e-10
b'Pseudochr7',"(6e+06,8e+06]",3.540807021029802e-10
b'Pseudochr7',"(8e+06,1e+07]",3.0060956511931846e-10
b'Pseudochr7',"(1e+07,1.2e+07]",3.128983985168227e-10
b'Pseudochr7',"(1.2e+07,1.4e+07]",3.470009318833313e-10
b'Pseudochr7',"(1.4e+07,1.6e+07]",4.065812811916877e-10
b'Pseudochr7',"(1.6e+07,1.8e+07]",4.710150180710794e-10
b'Pseudochr7',"(1.8e+07,2e+07]",6.869414555940658e-10
b'Pseudochr7',"(2e+07,2.2e+07]",1.0812998652306646e-9
b'Pseudochr7',"(2.2e+07,2.4e+07]",1.424190005385158e-9
b'Pseudochr7',"(2.4e+07,2.6e+07]",1.4069528986006508e-9
b'Pseudochr7',"(2.6e+07,2.8e+07]",1.120227653446784e-9
b'Pseudochr7',"(2.8e+07,3e+07]",1.2292839024371581e-9
b'Pseudochr7',"(3e+07,3.2e+07]",1.1367307963532234e-9
b'Pseudochr7',"(3.2e+07,3.4e+07]",1.3032537665618487e-9
b'Pseudochr7',"(3.4e+07,3.6e+07]",1.4509816737048775e-9
b'Pseudochr7',"(3.6e+07,3.8e+07]",1.9847851489569242e-9
b'Pseudochr7',"(3.8e+07,4e+07]",7.516200903571366e-10
b'Pseudochr8',"(0,2e+06]",1.815230650770804e-9
b'Pseudochr8',"(2e+06,4e+06]",1.800015865292131e-9
b'Pseudochr8',"(4e+06,6e+06]",1.8116317851257652e-9
b'Pseudochr8',"(6e+06,8e+06]",1.0810252553407426e-9
b'Pseudochr8',"(8e+06,1e+07]",8.158506276392632e-10
b'Pseudochr8',"(1e+07,1.2e+07]",4.2504568204283066e-10
b'Pseudochr8',"(1.2e+07,1.4e+07]",3.3867430669840366e-10
b'Pseudochr8',"(1.4e+07,1.6e+07]",3.5526779682959443e-10
b'Pseudochr8',"(1.6e+07,1.8e+07]",3.8333654355154254e-10
b'Pseudochr8',"(1.8e+07,2e+07]",3.6264488546062457e-10
b'Pseudochr8',"(2e+07,2.2e+07]",5.045039647289793e-10
b'Pseudochr8',"(2.2e+07,2.4e+07]",7.210058741865892e-10
b'Pseudochr8',"(2.4e+07,2.6e+07]",1.3963361107650116e-9
b'Pseudochr8',"(2.6e+07,2.8e+07]",1.6370486617388975e-9
b'Pseudochr8',"(2.8e+07,3e+07]",2.0302982353390808e-9
b'Pseudochr8',"(3e+07,3.2e+07]",1.6775391118692244e-9
b'Pseudochr9',"(0,2e+06]",4.099069215600985e-10
b'Pseudochr9',"(2e+06,4e+06]",1.1661495710340857e-9
b'Pseudochr9',"(4e+06,6e+06]",1.5857385345741024e-9
b'Pseudochr9',"(6e+06,8e+06]",1.4700861759321267e-9
b'Pseudochr9',"(8e+06,1e+07]",3.341340127836564e-10
b'Pseudochr9',"(1e+07,1.2e+07]",3.1860690047852377e-10
b'Pseudochr9',"(1.2e+07,1.4e+07]",3.0172250407335827e-10
b'Pseudochr9',"(1.4e+07,1.6e+07]",4.247952198903791e-10
b'Pseudochr9',"(1.6e+07,1.8e+07]",5.382283173578557e-10
b'Pseudochr9',"(1.8e+07,2e+07]",8.43383304199692e-10
b'Pseudochr9',"(2e+07,2.2e+07]",1.6534496446286706e-9
b'Pseudochr9',"(2.2e+07,2.4e+07]",1.9468669479217366e-9
b'Pseudochr9',"(2.4e+07,2.6e+07]",1.551950331456277e-9
